stage,render,prompt,evaluator_id,n_items_both_directional,consistent_share,agrees_with_both_share,disagrees_with_both_share,pair_subset
3_rlvr2,native,opinion,faulborn_nli_zeroshot,75,0.56,0.04,0.4,A_and_B
3_rlvr2,native,please_respond,faulborn_nli_reconstructed_as_written_seed42,10,1.0,0.0,0.0,A_and_B
3_rlvr2,native,please_respond,faulborn_nli_reconstructed_as_written_seed43,11,0.9091,0.0,0.0909,A_and_B
3_rlvr2,native,please_respond,faulborn_nli_reconstructed_as_written_seed44,12,1.0,0.0,0.0,A_and_B
3_rlvr2,native,please_respond,faulborn_nli_reconstructed_leakage_free_seed42,10,0.9,0.0,0.1,A_and_B
3_rlvr2,native,please_respond,faulborn_nli_reconstructed_leakage_free_seed43,10,1.0,0.0,0.0,A_and_B
3_rlvr2,native,please_respond,faulborn_nli_reconstructed_leakage_free_seed44,12,0.75,0.0833,0.1667,A_and_B
3_rlvr2,native,please_respond,faulborn_nli_zeroshot,74,0.5676,0.0135,0.4189,A_and_B
3_rlvr2,native,stance_first,deterministic_stance_v1,46,0.8478,0.0652,0.087,A_and_B
3_rlvr2,native,stance_first,faulborn_nli_reconstructed_as_written_seed42,72,0.7361,0.0694,0.1944,A_and_B
3_rlvr2,native,stance_first,faulborn_nli_reconstructed_as_written_seed43,75,0.72,0.0933,0.1867,A_and_B
3_rlvr2,native,stance_first,faulborn_nli_reconstructed_as_written_seed44,74,0.7297,0.0811,0.1892,A_and_B
3_rlvr2,native,stance_first,faulborn_nli_reconstructed_leakage_free_seed42,72,0.7361,0.0694,0.1944,A_and_B
3_rlvr2,native,stance_first,faulborn_nli_reconstructed_leakage_free_seed43,73,0.726,0.0959,0.1781,A_and_B
3_rlvr2,native,stance_first,faulborn_nli_reconstructed_leakage_free_seed44,72,0.7361,0.0694,0.1944,A_and_B
3_rlvr2,native,stance_first,faulborn_nli_zeroshot,75,0.7333,0.08,0.1867,A_and_B
3_rlvr2,raw,opinion,deterministic_stance_v1,2,0.0,1.0,0.0,A_and_B
3_rlvr2,raw,opinion,faulborn_nli_reconstructed_as_written_seed42,19,0.3158,0.6316,0.0526,A_and_B
3_rlvr2,raw,opinion,faulborn_nli_reconstructed_as_written_seed43,16,0.3125,0.625,0.0625,A_and_B
3_rlvr2,raw,opinion,faulborn_nli_reconstructed_as_written_seed44,19,0.4211,0.5263,0.0526,A_and_B
3_rlvr2,raw,opinion,faulborn_nli_reconstructed_leakage_free_seed42,17,0.4118,0.5294,0.0588,A_and_B
3_rlvr2,raw,opinion,faulborn_nli_reconstructed_leakage_free_seed43,17,0.2353,0.7059,0.0588,A_and_B
3_rlvr2,raw,opinion,faulborn_nli_reconstructed_leakage_free_seed44,17,0.2941,0.5882,0.1176,A_and_B
3_rlvr2,raw,opinion,faulborn_nli_zeroshot,24,0.4583,0.375,0.1667,A_and_B
3_rlvr2,raw,please_respond,deterministic_stance_v1,13,0.5385,0.4615,0.0,A_and_B
3_rlvr2,raw,please_respond,faulborn_nli_reconstructed_as_written_seed42,65,0.5385,0.4,0.0615,A_and_B
3_rlvr2,raw,please_respond,faulborn_nli_reconstructed_as_written_seed43,64,0.5,0.4531,0.0469,A_and_B
3_rlvr2,raw,please_respond,faulborn_nli_reconstructed_as_written_seed44,65,0.4923,0.4462,0.0615,A_and_B
3_rlvr2,raw,please_respond,faulborn_nli_reconstructed_leakage_free_seed42,62,0.4839,0.4677,0.0484,A_and_B
3_rlvr2,raw,please_respond,faulborn_nli_reconstructed_leakage_free_seed43,63,0.5556,0.4127,0.0317,A_and_B
3_rlvr2,raw,please_respond,faulborn_nli_reconstructed_leakage_free_seed44,63,0.5556,0.4127,0.0317,A_and_B
3_rlvr2,raw,please_respond,faulborn_nli_zeroshot,70,0.5,0.3857,0.1143,A_and_B
3_rlvr2,raw,stance_first,deterministic_stance_v1,1,1.0,0.0,0.0,A_and_B
3_rlvr2,raw,stance_first,faulborn_nli_reconstructed_as_written_seed42,51,0.6471,0.2353,0.1176,A_and_B
3_rlvr2,raw,stance_first,faulborn_nli_reconstructed_as_written_seed43,50,0.6,0.3,0.1,A_and_B
3_rlvr2,raw,stance_first,faulborn_nli_reconstructed_as_written_seed44,52,0.6538,0.25,0.0962,A_and_B
3_rlvr2,raw,stance_first,faulborn_nli_reconstructed_leakage_free_seed42,47,0.6596,0.1915,0.1489,A_and_B
3_rlvr2,raw,stance_first,faulborn_nli_reconstructed_leakage_free_seed43,51,0.6471,0.2157,0.1373,A_and_B
3_rlvr2,raw,stance_first,faulborn_nli_reconstructed_leakage_free_seed44,47,0.6596,0.234,0.1064,A_and_B
3_rlvr2,raw,stance_first,faulborn_nli_zeroshot,57,0.614,0.2281,0.1579,A_and_B
0_base,raw,opinion,faulborn_nli_reconstructed_as_written_seed42,2,0.5,0.0,0.5,A_faithful_only
0_base,raw,opinion,faulborn_nli_reconstructed_as_written_seed43,2,0.5,0.0,0.5,A_faithful_only
0_base,raw,opinion,faulborn_nli_reconstructed_leakage_free_seed42,2,1.0,0.0,0.0,A_faithful_only
0_base,raw,opinion,faulborn_nli_reconstructed_leakage_free_seed43,3,0.6667,0.0,0.3333,A_faithful_only
0_base,raw,opinion,faulborn_nli_reconstructed_leakage_free_seed44,2,1.0,0.0,0.0,A_faithful_only
0_base,raw,opinion,faulborn_nli_zeroshot,28,0.4286,0.1429,0.4286,A_faithful_only
0_base,raw,please_respond,faulborn_nli_zeroshot,41,0.3659,0.1707,0.4634,A_faithful_only
0_base,raw,stance_first,faulborn_nli_zeroshot,44,0.4318,0.2955,0.2727,A_faithful_only
1_sft,native,opinion,faulborn_nli_reconstructed_as_written_seed42,7,1.0,0.0,0.0,A_faithful_only
1_sft,native,opinion,faulborn_nli_reconstructed_as_written_seed43,3,1.0,0.0,0.0,A_faithful_only
1_sft,native,opinion,faulborn_nli_reconstructed_as_written_seed44,5,0.8,0.0,0.2,A_faithful_only
1_sft,native,opinion,faulborn_nli_reconstructed_leakage_free_seed42,5,0.8,0.2,0.0,A_faithful_only
1_sft,native,opinion,faulborn_nli_reconstructed_leakage_free_seed43,5,1.0,0.0,0.0,A_faithful_only
1_sft,native,opinion,faulborn_nli_reconstructed_leakage_free_seed44,5,0.8,0.0,0.2,A_faithful_only
1_sft,native,opinion,faulborn_nli_zeroshot,45,0.3333,0.0889,0.5778,A_faithful_only
1_sft,native,please_respond,faulborn_nli_reconstructed_as_written_seed42,13,0.9231,0.0,0.0769,A_faithful_only
1_sft,native,please_respond,faulborn_nli_reconstructed_as_written_seed43,10,0.6,0.3,0.1,A_faithful_only
1_sft,native,please_respond,faulborn_nli_reconstructed_as_written_seed44,11,0.7273,0.1818,0.0909,A_faithful_only
1_sft,native,please_respond,faulborn_nli_reconstructed_leakage_free_seed42,11,0.8182,0.0909,0.0909,A_faithful_only
1_sft,native,please_respond,faulborn_nli_reconstructed_leakage_free_seed43,7,0.8571,0.1429,0.0,A_faithful_only
1_sft,native,please_respond,faulborn_nli_reconstructed_leakage_free_seed44,10,0.7,0.2,0.1,A_faithful_only
1_sft,native,please_respond,faulborn_nli_zeroshot,46,0.5435,0.0652,0.3913,A_faithful_only
1_sft,native,stance_first,deterministic_stance_v1,40,0.75,0.075,0.175,A_faithful_only
1_sft,native,stance_first,faulborn_nli_reconstructed_as_written_seed42,46,0.7391,0.0652,0.1957,A_faithful_only
1_sft,native,stance_first,faulborn_nli_reconstructed_as_written_seed43,46,0.7391,0.0652,0.1957,A_faithful_only
1_sft,native,stance_first,faulborn_nli_reconstructed_as_written_seed44,46,0.7174,0.0652,0.2174,A_faithful_only
1_sft,native,stance_first,faulborn_nli_reconstructed_leakage_free_seed42,46,0.7391,0.0652,0.1957,A_faithful_only
1_sft,native,stance_first,faulborn_nli_reconstructed_leakage_free_seed43,46,0.7391,0.0652,0.1957,A_faithful_only
1_sft,native,stance_first,faulborn_nli_reconstructed_leakage_free_seed44,46,0.7391,0.0652,0.1957,A_faithful_only
1_sft,native,stance_first,faulborn_nli_zeroshot,46,0.7391,0.0652,0.1957,A_faithful_only
1_sft,raw,opinion,faulborn_nli_zeroshot,1,1.0,0.0,0.0,A_faithful_only
1_sft,raw,please_respond,faulborn_nli_reconstructed_as_written_seed42,5,0.8,0.2,0.0,A_faithful_only
1_sft,raw,please_respond,faulborn_nli_reconstructed_as_written_seed43,6,0.6667,0.3333,0.0,A_faithful_only
1_sft,raw,please_respond,faulborn_nli_reconstructed_as_written_seed44,6,0.6667,0.3333,0.0,A_faithful_only
1_sft,raw,please_respond,faulborn_nli_reconstructed_leakage_free_seed42,6,0.6667,0.3333,0.0,A_faithful_only
1_sft,raw,please_respond,faulborn_nli_reconstructed_leakage_free_seed43,6,0.6667,0.3333,0.0,A_faithful_only
1_sft,raw,please_respond,faulborn_nli_reconstructed_leakage_free_seed44,6,0.5,0.3333,0.1667,A_faithful_only
1_sft,raw,please_respond,faulborn_nli_zeroshot,14,0.5714,0.3571,0.0714,A_faithful_only
1_sft,raw,stance_first,faulborn_nli_reconstructed_as_written_seed42,5,0.4,0.6,0.0,A_faithful_only
1_sft,raw,stance_first,faulborn_nli_reconstructed_as_written_seed43,2,0.5,0.5,0.0,A_faithful_only
1_sft,raw,stance_first,faulborn_nli_reconstructed_as_written_seed44,7,0.5714,0.4286,0.0,A_faithful_only
1_sft,raw,stance_first,faulborn_nli_reconstructed_leakage_free_seed42,6,0.3333,0.6667,0.0,A_faithful_only
1_sft,raw,stance_first,faulborn_nli_reconstructed_leakage_free_seed43,3,0.3333,0.6667,0.0,A_faithful_only
1_sft,raw,stance_first,faulborn_nli_reconstructed_leakage_free_seed44,3,0.3333,0.6667,0.0,A_faithful_only
1_sft,raw,stance_first,faulborn_nli_zeroshot,18,0.3889,0.2222,0.3889,A_faithful_only
2_dpo,native,opinion,faulborn_nli_reconstructed_as_written_seed42,9,1.0,0.0,0.0,A_faithful_only
2_dpo,native,opinion,faulborn_nli_reconstructed_as_written_seed43,9,1.0,0.0,0.0,A_faithful_only
2_dpo,native,opinion,faulborn_nli_reconstructed_as_written_seed44,9,1.0,0.0,0.0,A_faithful_only
2_dpo,native,opinion,faulborn_nli_reconstructed_leakage_free_seed42,7,1.0,0.0,0.0,A_faithful_only
2_dpo,native,opinion,faulborn_nli_reconstructed_leakage_free_seed43,9,1.0,0.0,0.0,A_faithful_only
2_dpo,native,opinion,faulborn_nli_reconstructed_leakage_free_seed44,9,1.0,0.0,0.0,A_faithful_only
2_dpo,native,opinion,faulborn_nli_zeroshot,45,0.5556,0.0222,0.4222,A_faithful_only
2_dpo,native,please_respond,faulborn_nli_reconstructed_as_written_seed42,10,1.0,0.0,0.0,A_faithful_only
2_dpo,native,please_respond,faulborn_nli_reconstructed_as_written_seed43,11,0.8182,0.1818,0.0,A_faithful_only
2_dpo,native,please_respond,faulborn_nli_reconstructed_as_written_seed44,10,0.8,0.1,0.1,A_faithful_only
2_dpo,native,please_respond,faulborn_nli_reconstructed_leakage_free_seed42,8,0.875,0.0,0.125,A_faithful_only
2_dpo,native,please_respond,faulborn_nli_reconstructed_leakage_free_seed43,11,0.8182,0.1818,0.0,A_faithful_only
2_dpo,native,please_respond,faulborn_nli_reconstructed_leakage_free_seed44,9,0.8889,0.1111,0.0,A_faithful_only
2_dpo,native,please_respond,faulborn_nli_zeroshot,45,0.5778,0.0667,0.3556,A_faithful_only
2_dpo,native,stance_first,deterministic_stance_v1,28,0.8929,0.0,0.1071,A_faithful_only
2_dpo,native,stance_first,faulborn_nli_reconstructed_as_written_seed42,45,0.8,0.0222,0.1778,A_faithful_only
2_dpo,native,stance_first,faulborn_nli_reconstructed_as_written_seed43,46,0.7826,0.0435,0.1739,A_faithful_only
2_dpo,native,stance_first,faulborn_nli_reconstructed_as_written_seed44,46,0.7609,0.0435,0.1957,A_faithful_only
2_dpo,native,stance_first,faulborn_nli_reconstructed_leakage_free_seed42,44,0.8182,0.0227,0.1591,A_faithful_only
2_dpo,native,stance_first,faulborn_nli_reconstructed_leakage_free_seed43,46,0.7826,0.0435,0.1739,A_faithful_only
2_dpo,native,stance_first,faulborn_nli_reconstructed_leakage_free_seed44,45,0.8,0.0222,0.1778,A_faithful_only
2_dpo,native,stance_first,faulborn_nli_zeroshot,46,0.7826,0.0435,0.1739,A_faithful_only
2_dpo,raw,opinion,faulborn_nli_reconstructed_as_written_seed42,12,0.5833,0.4167,0.0,A_faithful_only
2_dpo,raw,opinion,faulborn_nli_reconstructed_as_written_seed43,9,0.4444,0.5556,0.0,A_faithful_only
2_dpo,raw,opinion,faulborn_nli_reconstructed_as_written_seed44,8,0.75,0.25,0.0,A_faithful_only
2_dpo,raw,opinion,faulborn_nli_reconstructed_leakage_free_seed42,8,0.5,0.5,0.0,A_faithful_only
2_dpo,raw,opinion,faulborn_nli_reconstructed_leakage_free_seed43,9,0.4444,0.5556,0.0,A_faithful_only
2_dpo,raw,opinion,faulborn_nli_reconstructed_leakage_free_seed44,9,0.5556,0.4444,0.0,A_faithful_only
2_dpo,raw,opinion,faulborn_nli_zeroshot,16,0.375,0.375,0.25,A_faithful_only
2_dpo,raw,please_respond,deterministic_stance_v1,7,0.7143,0.2857,0.0,A_faithful_only
2_dpo,raw,please_respond,faulborn_nli_reconstructed_as_written_seed42,39,0.4872,0.4615,0.0513,A_faithful_only
2_dpo,raw,please_respond,faulborn_nli_reconstructed_as_written_seed43,39,0.4615,0.4872,0.0513,A_faithful_only
2_dpo,raw,please_respond,faulborn_nli_reconstructed_as_written_seed44,38,0.5526,0.4211,0.0263,A_faithful_only
2_dpo,raw,please_respond,faulborn_nli_reconstructed_leakage_free_seed42,39,0.5897,0.3846,0.0256,A_faithful_only
2_dpo,raw,please_respond,faulborn_nli_reconstructed_leakage_free_seed43,40,0.5,0.45,0.05,A_faithful_only
2_dpo,raw,please_respond,faulborn_nli_reconstructed_leakage_free_seed44,39,0.5128,0.4615,0.0256,A_faithful_only
2_dpo,raw,please_respond,faulborn_nli_zeroshot,42,0.5714,0.3095,0.119,A_faithful_only
2_dpo,raw,stance_first,deterministic_stance_v1,2,0.5,0.5,0.0,A_faithful_only
2_dpo,raw,stance_first,faulborn_nli_reconstructed_as_written_seed42,32,0.6875,0.25,0.0625,A_faithful_only
2_dpo,raw,stance_first,faulborn_nli_reconstructed_as_written_seed43,29,0.6552,0.3103,0.0345,A_faithful_only
2_dpo,raw,stance_first,faulborn_nli_reconstructed_as_written_seed44,30,0.7333,0.2,0.0667,A_faithful_only
2_dpo,raw,stance_first,faulborn_nli_reconstructed_leakage_free_seed42,31,0.6774,0.2258,0.0968,A_faithful_only
2_dpo,raw,stance_first,faulborn_nli_reconstructed_leakage_free_seed43,30,0.7,0.2667,0.0333,A_faithful_only
2_dpo,raw,stance_first,faulborn_nli_reconstructed_leakage_free_seed44,28,0.6786,0.25,0.0714,A_faithful_only
2_dpo,raw,stance_first,faulborn_nli_zeroshot,34,0.6471,0.2059,0.1471,A_faithful_only
3_rlvr2,native,opinion,faulborn_nli_reconstructed_as_written_seed42,9,0.8889,0.0,0.1111,A_faithful_only
3_rlvr2,native,opinion,faulborn_nli_reconstructed_as_written_seed43,12,0.9167,0.0833,0.0,A_faithful_only
3_rlvr2,native,opinion,faulborn_nli_reconstructed_as_written_seed44,9,1.0,0.0,0.0,A_faithful_only
3_rlvr2,native,opinion,faulborn_nli_reconstructed_leakage_free_seed42,8,1.0,0.0,0.0,A_faithful_only
3_rlvr2,native,opinion,faulborn_nli_reconstructed_leakage_free_seed43,9,1.0,0.0,0.0,A_faithful_only
3_rlvr2,native,opinion,faulborn_nli_reconstructed_leakage_free_seed44,8,0.875,0.0,0.125,A_faithful_only
3_rlvr2,native,opinion,faulborn_nli_zeroshot,46,0.5,0.0435,0.4565,A_faithful_only
3_rlvr2,native,please_respond,faulborn_nli_reconstructed_as_written_seed42,7,1.0,0.0,0.0,A_faithful_only
3_rlvr2,native,please_respond,faulborn_nli_reconstructed_as_written_seed43,9,1.0,0.0,0.0,A_faithful_only
3_rlvr2,native,please_respond,faulborn_nli_reconstructed_as_written_seed44,8,1.0,0.0,0.0,A_faithful_only
3_rlvr2,native,please_respond,faulborn_nli_reconstructed_leakage_free_seed42,6,1.0,0.0,0.0,A_faithful_only
3_rlvr2,native,please_respond,faulborn_nli_reconstructed_leakage_free_seed43,7,1.0,0.0,0.0,A_faithful_only
3_rlvr2,native,please_respond,faulborn_nli_reconstructed_leakage_free_seed44,8,0.75,0.125,0.125,A_faithful_only
3_rlvr2,native,please_respond,faulborn_nli_zeroshot,45,0.5111,0.0222,0.4667,A_faithful_only
3_rlvr2,native,stance_first,deterministic_stance_v1,26,0.9231,0.0385,0.0385,A_faithful_only
3_rlvr2,native,stance_first,faulborn_nli_reconstructed_as_written_seed42,45,0.7333,0.0222,0.2444,A_faithful_only
3_rlvr2,native,stance_first,faulborn_nli_reconstructed_as_written_seed43,46,0.6957,0.0652,0.2391,A_faithful_only
3_rlvr2,native,stance_first,faulborn_nli_reconstructed_as_written_seed44,46,0.7174,0.0435,0.2391,A_faithful_only
3_rlvr2,native,stance_first,faulborn_nli_reconstructed_leakage_free_seed42,45,0.7333,0.0222,0.2444,A_faithful_only
3_rlvr2,native,stance_first,faulborn_nli_reconstructed_leakage_free_seed43,45,0.7333,0.0444,0.2222,A_faithful_only
3_rlvr2,native,stance_first,faulborn_nli_reconstructed_leakage_free_seed44,45,0.7333,0.0222,0.2444,A_faithful_only
3_rlvr2,native,stance_first,faulborn_nli_zeroshot,46,0.7174,0.0435,0.2391,A_faithful_only
3_rlvr2,raw,opinion,faulborn_nli_reconstructed_as_written_seed42,13,0.3846,0.5385,0.0769,A_faithful_only
3_rlvr2,raw,opinion,faulborn_nli_reconstructed_as_written_seed43,10,0.4,0.5,0.1,A_faithful_only
3_rlvr2,raw,opinion,faulborn_nli_reconstructed_as_written_seed44,13,0.5385,0.3846,0.0769,A_faithful_only
3_rlvr2,raw,opinion,faulborn_nli_reconstructed_leakage_free_seed42,11,0.5455,0.3636,0.0909,A_faithful_only
3_rlvr2,raw,opinion,faulborn_nli_reconstructed_leakage_free_seed43,11,0.2727,0.6364,0.0909,A_faithful_only
3_rlvr2,raw,opinion,faulborn_nli_reconstructed_leakage_free_seed44,11,0.3636,0.4545,0.1818,A_faithful_only
3_rlvr2,raw,opinion,faulborn_nli_zeroshot,17,0.5294,0.2353,0.2353,A_faithful_only
3_rlvr2,raw,please_respond,deterministic_stance_v1,8,0.625,0.375,0.0,A_faithful_only
3_rlvr2,raw,please_respond,faulborn_nli_reconstructed_as_written_seed42,39,0.5641,0.3333,0.1026,A_faithful_only
3_rlvr2,raw,please_respond,faulborn_nli_reconstructed_as_written_seed43,39,0.5128,0.4359,0.0513,A_faithful_only
3_rlvr2,raw,please_respond,faulborn_nli_reconstructed_as_written_seed44,39,0.5641,0.359,0.0769,A_faithful_only
3_rlvr2,raw,please_respond,faulborn_nli_reconstructed_leakage_free_seed42,37,0.5405,0.3784,0.0811,A_faithful_only
3_rlvr2,raw,please_respond,faulborn_nli_reconstructed_leakage_free_seed43,38,0.5789,0.3684,0.0526,A_faithful_only
3_rlvr2,raw,please_respond,faulborn_nli_reconstructed_leakage_free_seed44,39,0.5897,0.3846,0.0256,A_faithful_only
3_rlvr2,raw,please_respond,faulborn_nli_zeroshot,42,0.5238,0.3333,0.1429,A_faithful_only
3_rlvr2,raw,stance_first,deterministic_stance_v1,1,1.0,0.0,0.0,A_faithful_only
3_rlvr2,raw,stance_first,faulborn_nli_reconstructed_as_written_seed42,31,0.6129,0.1935,0.1935,A_faithful_only
3_rlvr2,raw,stance_first,faulborn_nli_reconstructed_as_written_seed43,31,0.5484,0.2903,0.1613,A_faithful_only
3_rlvr2,raw,stance_first,faulborn_nli_reconstructed_as_written_seed44,33,0.6364,0.2121,0.1515,A_faithful_only
3_rlvr2,raw,stance_first,faulborn_nli_reconstructed_leakage_free_seed42,30,0.6,0.1667,0.2333,A_faithful_only
3_rlvr2,raw,stance_first,faulborn_nli_reconstructed_leakage_free_seed43,32,0.5625,0.2188,0.2188,A_faithful_only
3_rlvr2,raw,stance_first,faulborn_nli_reconstructed_leakage_free_seed44,28,0.6429,0.1786,0.1786,A_faithful_only
3_rlvr2,raw,stance_first,faulborn_nli_zeroshot,36,0.5833,0.1944,0.2222,A_faithful_only
